0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6082, -6.11975, 0, 0, 0, 
7.6655e-07, -1.01777e-06, 0, 0.00022978, -0.000305056, 0, 0.0458818, -0.0609016, 0, 4.56374, -6.05404, 0, 0, 0, 
6.11758e-06, -8.12023e-06, 0, 0.000916157, -0.00121585, 0, 0.0913197, -0.121147, 0, 4.51943, -5.98857, 0, 0, 0, 
2.05969e-05, -2.7332e-05, 0, 0.0020547, -0.00272582, 0, 0.136315, -0.180739, 0, 4.47526, -5.92332, 0, 0, 0, 
4.87041e-05, -6.46122e-05, 0, 0.00364099, -0.00482846, 0, 0.180869, -0.239679, 0, 4.43124, -5.8583, 0, 0, 0, 
9.48945e-05, -0.000125855, 0, 0.00567062, -0.00751725, 0, 0.224984, -0.297971, 0, 4.38736, -5.7935, 0, 0, 0, 
0.00016358, -0.000216889, 0, 0.00813921, -0.0107857, 0, 0.268661, -0.355615, 0, 4.34364, -5.72894, 0, 0, 0, 
0.000259127, -0.00034348, 0, 0.0110424, -0.0146274, 0, 0.311901, -0.412615, 0, 4.30006, -5.6646, 0, 0, 0, 
0.000385862, -0.000511327, 0, 0.0143758, -0.0190359, 0, 0.354706, -0.468972, 0, 4.25662, -5.60049, 0, 0, 0, 
0.000548063, -0.000726065, 0, 0.0181351, -0.0240047, 0, 0.397077, -0.524689, 0, 4.21334, -5.53661, 0, 0, 0, 
0.000749968, -0.000993267, 0, 0.0223159, -0.0295275, 0, 0.439017, -0.579769, 0, 4.1702, -5.47296, 0, 0, 0, 
0.000995771, -0.00131844, 0, 0.026914, -0.035598, 0, 0.480525, -0.634213, 0, 4.1272, -5.40954, 0, 0, 0, 
0.00128962, -0.00170703, 0, 0.031925, -0.0422097, 0, 0.521604, -0.688024, 0, 4.08436, -5.34634, 0, 0, 0, 
0.00163563, -0.00216442, 0, 0.0373446, -0.0493563, 0, 0.562255, -0.741203, 0, 4.04166, -5.28337, 0, 0, 0, 
0.00203786, -0.00269592, 0, 0.0431687, -0.0570316, 0, 0.60248, -0.793755, 0, 3.99911, -5.22063, 0, 0, 0, 
0.00250034, -0.00330679, 0, 0.0493928, -0.0652293, 0, 0.642281, -0.845679, 0, 3.9567, -5.15812, 0, 0, 0, 
0.00302704, -0.00400223, 0, 0.0560129, -0.0739432, 0, 0.681657, -0.89698, 0, 3.91445, -5.09583, 0, 0, 0, 
0.0036219, -0.00478735, 0, 0.0630245, -0.0831669, 0, 0.720612, -0.947659, 0, 3.87234, -5.03378, 0, 0, 0, 
0.00428882, -0.00566724, 0, 0.0704237, -0.0928943, 0, 0.759147, -0.997718, 0, 3.83037, -4.97195, 0, 0, 0, 
0.00503165, -0.0066469, 0, 0.0782061, -0.103119, 0, 0.797262, -1.04716, 0, 3.78856, -4.91035, 0, 0, 0, 
0.00585421, -0.00773126, 0, 0.0863675, -0.113835, 0, 0.83496, -1.09599, 0, 3.74689, -4.84898, 0, 0, 0, 
0.00676025, -0.00892522, 0, 0.0949039, -0.125037, 0, 0.872242, -1.1442, 0, 3.70536, -4.78783, 0, 0, 0, 
0.00775352, -0.0102336, 0, 0.103811, -0.136717, 0, 0.909109, -1.19181, 0, 3.66399, -4.72692, 0, 0, 0, 
0.0088377, -0.0116612, 0, 0.113085, -0.148871, 0, 0.945563, -1.2388, 0, 3.62276, -4.66623, 0, 0, 0, 
0.0100164, -0.0132126, 0, 0.122721, -0.161491, 0, 0.981606, -1.28519, 0, 3.58168, -4.60577, 0, 0, 0, 
0.0112933, -0.0148925, 0, 0.132715, -0.174573, 0, 1.01724, -1.33098, 0, 3.54074, -4.54554, 0, 0, 0, 
0.0126719, -0.0167055, 0, 0.143064, -0.188109, 0, 1.05246, -1.37616, 0, 3.49995, -4.48553, 0, 0, 0, 
0.0141558, -0.0186562, 0, 0.153763, -0.202094, 0, 1.08728, -1.42075, 0, 3.45931, -4.42576, 0, 0, 0, 
0.0157483, -0.0207489, 0, 0.164809, -0.216522, 0, 1.12169, -1.46474, 0, 3.41882, -4.36621, 0, 0, 0, 
0.0174531, -0.0229881, 0, 0.176196, -0.231387, 0, 1.1557, -1.50813, 0, 3.37847, -4.30689, 0, 0, 0, 
0.0192734, -0.0253781, 0, 0.187921, -0.246683, 0, 1.1893, -1.55094, 0, 3.33827, -4.2478, 0, 0, 0, 
0.0212126, -0.0279232, 0, 0.19998, -0.262404, 0, 1.2225, -1.59315, 0, 3.29822, -4.18893, 0, 0, 0, 
0.0232741, -0.0306276, 0, 0.21237, -0.278544, 0, 1.2553, -1.63478, 0, 3.25831, -4.1303, 0, 0, 0, 
0.0254611, -0.0334954, 0, 0.225085, -0.295097, 0, 1.28771, -1.67582, 0, 3.21855, -4.07189, 0, 0, 0, 
0.0277769, -0.0365309, 0, 0.238123, -0.312058, 0, 1.31972, -1.71627, 0, 3.17894, -4.01371, 0, 0, 0, 
0.0302246, -0.0397379, 0, 0.251478, -0.329421, 0, 1.35133, -1.75615, 0, 3.13948, -3.95576, 0, 0, 0, 
0.0328075, -0.0431206, 0, 0.265148, -0.347179, 0, 1.38255, -1.79545, 0, 3.10016, -3.89803, 0, 0, 0, 
0.0355286, -0.0466828, 0, 0.279128, -0.365328, 0, 1.41337, -1.83417, 0, 3.06099, -3.84054, 0, 0, 0, 
0.0383911, -0.0504284, 0, 0.293414, -0.383861, 0, 1.4438, -1.87231, 0, 3.02196, -3.78327, 0, 0, 0, 
0.0413979, -0.0543613, 0, 0.308003, -0.402772, 0, 1.47385, -1.90989, 0, 2.98309, -3.72623, 0, 0, 0, 
0.0445521, -0.0584851, 0, 0.32289, -0.422057, 0, 1.50351, -1.9469, 0, 2.94435, -3.66942, 0, 0, 0, 
0.0478567, -0.0628036, 0, 0.338071, -0.441708, 0, 1.53278, -1.98334, 0, 2.90577, -3.61284, 0, 0, 0, 
0.0513145, -0.0673205, 0, 0.353544, -0.461721, 0, 1.56166, -2.01921, 0, 2.86733, -3.55648, 0, 0, 0, 
0.0549285, -0.0720392, 0, 0.369303, -0.48209, 0, 1.59016, -2.05452, 0, 2.82904, -3.50035, 0, 0, 0, 
0.0587015, -0.0769635, 0, 0.385346, -0.50281, 0, 1.61828, -2.08927, 0, 2.7909, -3.44446, 0, 0, 0, 
0.0626363, -0.0820966, 0, 0.401668, -0.523874, 0, 1.64602, -2.12347, 0, 2.75291, -3.38878, 0, 0, 0, 
0.0667358, -0.0874421, 0, 0.418265, -0.545277, 0, 1.67338, -2.15711, 0, 2.71506, -3.33334, 0, 0, 0, 
0.0710025, -0.0930033, 0, 0.435134, -0.567014, 0, 1.70036, -2.19019, 0, 2.67736, -3.27813, 0, 0, 0, 
0.0754393, -0.0987834, 0, 0.452271, -0.589079, 0, 1.72696, -2.22273, 0, 2.6398, -3.22314, 0, 0, 0, 
