0,0,0,0,0,0,0,4.33304,-7.16936,1.77993
0.001,2.16652e-06,-3.58468e-06,8.89963e-07,0.00433304,-0.00716936,0.00177993,4.33304,-7.16936,1.77993
0.002,8.66607e-06,-1.43387e-05,3.55985e-06,0.00866607,-0.0143387,0.00355985,4.33304,-7.16936,1.77993
0.003,1.94987e-05,-3.22621e-05,8.00967e-06,0.0129991,-0.0215081,0.00533978,4.33304,-7.16936,1.77993
0.004,3.46643e-05,-5.73549e-05,1.42394e-05,0.0173321,-0.0286775,0.0071197,4.33304,-7.16936,1.77993
0.005,5.4163e-05,-8.96171e-05,2.22491e-05,0.0216652,-0.0358468,0.00889963,4.33304,-7.16936,1.77993
0.006,7.79947e-05,-0.000129049,3.20387e-05,0.0259982,-0.0430162,0.0106796,4.33304,-7.16936,1.77993
0.007,0.000106159,-0.000175649,4.36082e-05,0.0303313,-0.0501855,0.0124595,4.33304,-7.16936,1.77993
0.008,0.000138657,-0.00022942,5.69576e-05,0.0346643,-0.0573549,0.0142394,4.33304,-7.16936,1.77993
0.009,0.000175488,-0.000290359,7.2087e-05,0.0389973,-0.0645243,0.0160193,4.33304,-7.16936,1.77993
0.01,0.000216652,-0.000358468,8.89963e-05,0.0433304,-0.0716936,0.0177993,4.33304,-7.16936,1.77993
0.011,0.000262149,-0.000433747,0.000107686,0.0476634,-0.078863,0.0195792,4.33304,-7.16936,1.77993
0.012,0.000311979,-0.000516194,0.000128155,0.0519964,-0.0860324,0.0213591,4.33304,-7.16936,1.77993
0.013,0.000366142,-0.000605811,0.000150404,0.0563295,-0.0932017,0.023139,4.33304,-7.16936,1.77993
0.014,0.000424638,-0.000702598,0.000174433,0.0606625,-0.100371,0.024919,4.33304,-7.16936,1.77993
0.015,0.000487467,-0.000806553,0.000200242,0.0649956,-0.10754,0.0266989,4.33304,-7.16936,1.77993
0.016,0.000554629,-0.000917679,0.000227831,0.0693286,-0.11471,0.0284788,4.33304,-7.16936,1.77993
0.017,0.000626124,-0.00103597,0.000257199,0.0736616,-0.121879,0.0302587,4.33304,-7.16936,1.77993
0.018,0.000701952,-0.00116144,0.000288348,0.0779947,-0.129049,0.0320387,4.33304,-7.16936,1.77993
0.019,0.000782113,-0.00129407,0.000321277,0.0823277,-0.136218,0.0338186,4.33304,-7.16936,1.77993
0.02,0.000866607,-0.00143387,0.000355985,0.0866607,-0.143387,0.0355985,4.33304,-7.16936,1.77993
0.021,0.000955435,-0.00158084,0.000392474,0.0909938,-0.150557,0.0373784,4.33304,-7.16936,1.77993
0.022,0.0010486,-0.00173499,0.000430742,0.0953268,-0.157726,0.0391584,4.33304,-7.16936,1.77993
0.023,0.00114609,-0.0018963,0.00047079,0.0996599,-0.164895,0.0409383,4.33304,-7.16936,1.77993
0.024,0.00124791,-0.00206478,0.000512619,0.103993,-0.172065,0.0427182,4.33304,-7.16936,1.77993
0.025,0.00135407,-0.00224043,0.000556227,0.108326,-0.179234,0.0444982,4.33304,-7.16936,1.77993
0.026,0.00146457,-0.00242325,0.000601615,0.112659,-0.186403,0.0462781,4.33304,-7.16936,1.77993
0.027,0.00157939,-0.00261323,0.000648783,0.116992,-0.193573,0.048058,4.33304,-7.16936,1.77993
0.028,0.00169855,-0.00281039,0.000697731,0.121325,-0.200742,0.0498379,4.33304,-7.16936,1.77993
0.029,0.00182204,-0.00301472,0.000748459,0.125658,-0.207912,0.0516179,4.33304,-7.16936,1.77993
0.03,0.00194987,-0.00322621,0.000800967,0.129991,-0.215081,0.0533978,4.33304,-7.16936,1.77993
0.031,0.00208202,-0.00344488,0.000855254,0.134324,-0.22225,0.0551777,4.33304,-7.16936,1.77993
0.032,0.00221852,-0.00367071,0.000911322,0.138657,-0.22942,0.0569576,4.33304,-7.16936,1.77993
0.033,0.00235934,-0.00390372,0.00096917,0.14299,-0.236589,0.0587376,4.33304,-7.16936,1.77993
0.034,0.0025045,-0.00414389,0.0010288,0.147323,-0.243758,0.0605175,4.33304,-7.16936,1.77993
0.035,0.00265399,-0.00439124,0.0010902,0.151656,-0.250928,0.0622974,4.33304,-7.16936,1.77993
0.036,0.00280781,-0.00464575,0.00115339,0.155989,-0.258097,0.0640773,4.33304,-7.16936,1.77993
0.037,0.00296596,-0.00490743,0.00121836,0.160322,-0.265266,0.0658573,4.33304,-7.16936,1.77993
0.038,0.00312845,-0.00517628,0.00128511,0.164655,-0.272436,0.0676372,4.33304,-7.16936,1.77993
0.039,0.00329527,-0.0054523,0.00135363,0.168988,-0.279605,0.0694171,4.33304,-7.16936,1.77993
0.04,0.00346643,-0.00573549,0.00142394,0.173321,-0.286775,0.071197,4.33304,-7.16936,1.77993
0.041,0.00364192,-0.00602585,0.00149603,0.177655,-0.293944,0.072977,4.33304,-7.16936,1.77993
0.042,0.00382174,-0.00632338,0.00156989,0.181988,-0.301113,0.0747569,4.33304,-7.16936,1.77993
0.043,0.00400589,-0.00662808,0.00164554,0.186321,-0.308283,0.0765368,4.33304,-7.16936,1.77993
0.044,0.00419438,-0.00693994,0.00172297,0.190654,-0.315452,0.0783167,4.33304,-7.16936,1.77993
0.045,0.0043872,-0.00725898,0.00180218,0.194987,-0.322621,0.0800967,4.33304,-7.16936,1.77993
0.046,0.00458435,-0.00758519,0.00188316,0.19932,-0.329791,0.0818766,4.33304,-7.16936,1.77993
0.047,0.00478584,-0.00791856,0.00196593,0.203653,-0.33696,0.0836565,4.33304,-7.16936,1.77993
0.048,0.00499166,-0.00825911,0.00205047,0.207986,-0.344129,0.0854364,4.33304,-7.16936,1.77993
0.049,0.00520181,-0.00860682,0.0021368,0.212319,-0.351299,0.0872164,4.33304,-7.16936,1.77993
0.05,0.0054163,-0.00896171,0.00222491,0.216652,-0.358468,0.0889963,4.33304,-7.16936,1.77993
0.051,0.00563511,-0.00932376,0.00231479,0.220985,-0.365638,0.0907762,4.33304,-7.16936,1.77993
0.052,0.00585827,-0.00969298,0.00240646,0.225318,-0.372807,0.0925562,4.33304,-7.16936,1.77993
0.053,0.00608575,-0.0100694,0.00249991,0.229651,-0.379976,0.0943361,4.33304,-7.16936,1.77993
0.054,0.00631757,-0.0104529,0.00259513,0.233984,-0.387146,0.096116,4.33304,-7.16936,1.77993
0.055,0.00655372,-0.0108437,0.00269214,0.238317,-0.394315,0.0978959,4.33304,-7.16936,1.77993
0.056,0.0067942,-0.0112416,0.00279092,0.24265,-0.401484,0.0996759,4.33304,-7.16936,1.77993
0.057,0.00703902,-0.0116466,0.00289149,0.246983,-0.408654,0.101456,4.33304,-7.16936,1.77993
