t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1,mu_2,nu_2,tau_2,mu_3,nu_3,tau_3,mu_4,nu_4,tau_4,mu_5,nu_5,tau_5,mu_6,nu_6,tau_6,mu_7,nu_7,tau_7,mu_8,nu_8,tau_8,mu_9,nu_9,tau_9,mu_10,nu_10,tau_10,mu_11,nu_11,tau_11,mu_12,nu_12,tau_12,mu_13,nu_13,tau_13,mu_14,nu_14,tau_14,mu_15,nu_15,tau_15,mu_16,nu_16,tau_16,mu_17,nu_17,tau_17,mu_18,nu_18,tau_18,mu_19,nu_19,tau_19
0,0.0,0.0,0.0,1.0,-2.0113044306883339e-25,0.0,1.232381723061586e-24,0.0,-1.5120134213783994e-19,1.7766967016907326e-29,0.0,0.0,6.308646762387591e-21,-2.8883756677119177e-06,-0.007676113604615217,-1.6018330277873905,11.394454384502671,0.015414757268814501,-9.5713515331989,0.5000010570151753,4.488074272616266,0.5000195369801366,4.488072599044799,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0
0.0222262,-5.590996933882468e-10,-9.491652801623095e-07,-0.00039745532177457607,0.999998311220244,0.0014072219619404066,9.532000199015263e-07,-0.0011820662836778523,-6.419750333662243e-08,-0.0001706105387374869,-0.03560259916867209,0.25325498048789846,0.00034261088066216323,-0.21273440254233844,0.002369733847456921,-0.06501859703994407,0.6414275390709838,7.660226894436915,2.9391208191154496,-6.441876578195724,0.5000012474233526,4.5164051859583205,3.1645767235117845,4.516403266806588,0.9999789772462778,2.102275372221599e-05,0.08421532833944184,0.9999793134545066,2.0686545493335928e-05,0.08003032796071342,0.9999796510714696,2.0348928530459117e-05,0.08018707129491379,0.9999805275075718,1.947249242814831e-05,0.0002566400174810096,0.9999814038047659,1.859619523409166e-05,0.08004420042852547,0.9999824616825949,1.753831740511566e-05,0.08001079311997288,0.9999835459039139,1.6454096086148964e-05,0.080017351838655,0.9999847077482547,1.5292251745404794e-05,0.0003267021018021016,0.9999858693578926,1.4130642107392878e-05,0.08000701023458914,0.9999870657133765,1.2934286623450672e-05,0.08000057245442159,0.9999882796840408,1.1720315959200977e-05,0.08000172078254372,0.999989514829668,1.0485170332050731e-05,0.0004762250862624853,0.99999074971923,9.250280770008315e-06,0.07999854152962653,0.9999920000994181,7.999900581796995e-06,0.07999576270101671,0.9999932637716368,6.736228363179689e-06,0.07999643157302525,0.9999945415817499,5.458418250001022e-06,0.0009134528377268566,0.9999958191523599,4.180847640077994e-06,0.0799949314408048,0.9999971166070376,2.883392962361895e-06,0.07999304141756736,0.9999984524837247,1.5475162753445765e-06,0.07999379654357056,0.9999999287282112,7.127178881622045e-08,0.04972958543033742
0.0444523,2.8744722488476364e-07,-1.7596680513280837e-05,-0.0010295875342365578,0.9999771527376885,0.005168793486310234,0.0003660335723555435,-0.004340893711805338,5.26058891061162e-05,-0.0016157243606943305,-0.021346127256093285,0.4235124186432551,0.06566798413495577,-0.35591259011183607,0.019920721216121724,-0.17864085953524156,1.7846244793979105,5.736841258260519,4.505817546626129,-4.853700194976709,0.5000015169217612,4.544736078460267,4.544718243779854,4.544733844721938,0.9999579583474842,2.1018898793529028e-05,0.08380851498490523,0.9999584342364927,2.0879218013921557e-05,0.0800324915865984,0.999958910847141,2.07402243286202e-05,0.08043489925045762,0.9999604710993398,2.005640823209858e-05,0.00024962676804905786,0.9999620313178837,1.937248688220628e-05,0.08007080631188798,0.9999640708721427,1.8390810452163813e-05,0.08001424684383736,0.9999661738570873,1.7372046826567515e-05,0.0800250306935633,0.9999685825747449,1.612517350974169e-05,0.0003102973609464535,0.9999709912353896,1.4878122503033935e-05,0.08000948945754441,0.9999734910644359,1.3574648940516021e-05,0.08000150106795323,0.9999760265347715,1.2253149269428416e-05,0.08000264035905762,0.9999785980995293,1.0916730138669868e-05,0.0004578789332002619,0.9999811695960239,9.580123206128701e-06,0.07999888707462145,0.9999837551796116,8.244919806564498e-06,0.07999593470825486,0.9999863472023295,6.916569307319653e-06,0.07999655783339131,0.9999889414188834,5.600162866553824e-06,0.0008908485623392042,0.9999915355540978,4.283598262130826e-06,0.07999498303205627,0.9999941400171493,2.9765898883537156e-06,0.07999307968046722,0.9999968158433721,1.6366403527029691e-06,0.079993829831471,0.9999998510077938,7.77204173294996e-08,0.04726839001710516
0.0666785,5.227625062200469e-06,-9.253727575495473e-05,-0.0010611308775092224,0.9999030539647301,0.010588961081951388,0.0016504112228657932,-0.008890000716873849,0.0004953670510407664,-0.005586224910283714,0.018319224190909807,0.5510203775060306,0.16581501148229782,-0.4637917132969509,0.05998973577210266,-0.32018404364931485,1.801838112647611,5.721439384339308,4.637974513568489,-4.887684867596878,0.5000019221377173,4.573066943921847,4.573058619177576,4.5730643203908485,0.9999369424252517,2.1015922232612737e-05,0.08351839048924037,0.9999375073238501,2.09269126425828e-05,0.08003305863713378,0.9999380727006962,2.0838146444717738e-05,0.08063601953480797,0.9999401981432304,2.0272956109403355e-05,0.0002470050770171522,0.9999423245051334,1.9706812750323213e-05,0.08009168925726898,0.9999451984684588,1.887240368386349e-05,0.08001662241177268,0.9999481734904851,1.8000366602195443e-05,0.08003294815169577,0.9999519379905528,1.6644584192028352e-05,0.00030067677692500176,0.9999557054040107,1.528583137894827e-05,0.08001111195720166,0.9999596143821153,1.3876682320588299e-05,0.0800019761389869,0.9999635646053158,1.2461929455679407e-05,0.08000303193702689,0.9999675394887584,1.1058610770939565e-05,0.0004520564992467784,0.9999715175706154,9.65202540846703e-06,0.07999896497988708,0.9999754812365093,8.273943102357938e-06,0.0799959554216659,0.9999794237115595,6.923490770027053e-06,0.07999656278398466,0.9999833295966765,5.61182220687531e-06,0.0008890409203677777,0.9999872384038204,4.297150277387271e-06,0.07999498984068068,0.9999911179890946,3.022028054800347e-06,0.07999309844932825,0.9999951180226871,1.6978206849100722e-06,0.07999385294320432,0.9999997695624046,8.144538921050006e-08,0.045921434575474054
0.0889046,2.8924618891006087e-05,-0.000289350815372045,-0.0002066751024228736,0.9997327298013515,0.017431806601727873,0.0040634817544266365,-0.014631753139783748,0.001828708591562555,-0.012702687093609473,0.05836716862619217,0.6781860118355052,0.26889938088700494,-0.5724261852956969,0.12397449436898128,-0.4953255169771192,1.8147744371279488,5.6852638746578945,4.793933116960224,-4.921676562614751,0.5000025982041075,4.601397772321474,4.6013927136283135,4.601394675023242,0.9999159288472317,2.1013578020004538e-05,0.08327314823026782,0.9999165581189342,2.094920491597294e-05,0.08003332777216361,0.9999171877332842,2.0884967411997954e-05,0.08081604472316224,0.9999198100496888,2.0388093541629018e-05,0.00024511153188439813,0.9999224286152466,1.9895889886909615e-05,0.08010877385593744,0.9999259777859694,1.9220682489400588e-05,0.08001858705000707,0.9999296546144744,1.8518876010821345e-05,0.08004244547892994,0.9999349240993183,1.7013891234576337e-05,0.00029366571176301834,0.9999401785460844,1.5526857926234452e-05,0.08001218190030095,0.9999455936562055,1.4020725909848771e-05,0.08000221186225787,0.9999510438870672,1.2520718248562824e-05,0.08000314624741793,0.9999564783112944,1.1061177463938692e-05,0.00045144965391998883,0.9999618965565122,9.621014103179999e-06,0.0799989309078148,0.9999672483242977,8.232912211485902e-06,0.0799959261900616,0.9999725506374301,6.8730741293668635e-06,0.07999652736522914,0.9999777622539946,5.567342681956391e-06,0.0008956182918305152,0.999982958342363,4.280061457376454e-06,0.07999498098821033,0.9999880605071347,3.0574819598413297e-06,0.07999311313185038,0.999993368343573,1.7496791141588024e-06,0.0799938728230933,0.9999996854229798,8.413942479148753e-08,0.04498100818242576
0.111131,9.70988763809971e-05,-0.0006862470055125712,0.0015413019147469912,0.9994079550608084,0.025693648990174123,0.0076406370021319435,-0.021568379626548707,0.004584185694100783,-0.023711871904407565,0.0987026378953366,0.8045476034535564,0.37545011135877754,-0.6818161621890177,0.21147952358587124,-0.7045487687571252,1.8213231985315241,5.626873274466696,4.973482542637917,-4.955669094054371,0.5000039518776396,4.629728547738852,4.6297252435578935,4.629724892741987,0.9998949170009228,2.1011846308919343e-05,0.08305264509340445,0.9998955959681523,2.0962150781912404e-05,0.08003348421432273,0.999896275186373,2.091254691122497e-05,0.08098376347740649,0.9998993586958485,2.0451353840348977e-05,0.0002457163680898633,0.999902412055109,2.001656013757173e-05,0.08012281571440259,0.999906491898737,1.948588723238833e-05,0.08002024992855283,0.9999107117373411,1.8942877133166673e-05,0.08005370313293658,0.9999176902770014,1.72338223168819e-05,0.0002912840928411402,0.999924515789359,1.5662756725408423e-05,0.08001282416217213,0.9999315086164836,1.4085039721817739e-05,0.08000231899503471,0.9999385438879788,1.2499999088573327e-05,0.08000310721138554,0.999945526322054,1.0951989240323694e-05,0.0004573038625040149,0.9999523530390219,9.543517490356647e-06,0.07999884673863884,0.9999590677223048,8.18060199297565e-06,0.07999588916713053,0.9999657463248238,6.804312606317695e-06,0.07999647964969403,0.999972298241623,5.464012371576746e-06,0.0009138616362149343,0.9999787093948284,4.248947534648525e-06,0.0799949648583223,0.9999849674849429,3.0930221917500413e-06,0.07999312786169105,0.9999915714517518,1.7968918211968259e-06,0.0799938912268548,0.9999995991330186,8.628996120961244e-08,0.044251429650224654
0.133357,0.0002471939712719809,-0.0013781535723770841,0.004187709903852881,0.998855792383166,0.03536480436791055,0.012422844492135076,-0.029700297270486693,0.00928456368606266,-0.039371286446190076,0.13918366099141444,0.929611396176365,0.4859915363177265,-0.7919616625673581,0.32193722529825647,-0.9482928626285412,1.8188192040067914,5.544622208361298,5.176198034515536,-4.989658861942422,0.5000080182989198,4.6580592437503485,4.658057148159404,4.65805497432666,0.9998739061931798,2.1010807742859077e-05,0.08284814027142151,0.9998746254410921,2.0970527060118576e-05,0.08003358359662316,0.999875344869384,2.093031698895765e-05,0.08114342762421395,0.9998788767859623,2.0481909886131354e-05,0.00025365986042444344,0.9998823121557617,2.0099899347221788e-05,0.08013440792978958,0.9998868004948626,1.9691403874495738e-05,0.08002165393402275,0.9998914293373722,1.9282399968933342e-05,0.08006666186986966,0.9999004050617343,1.728521526725179e-05,0.00029872835498641706,0.9999087698512089,1.574593815003724e-05,0.08001322883913067,0.9999173768081001,1.4131808383571438e-05,0.08000239748045083,0.9999260854385915,1.2458449387186583e-05,0.08000302894176504,0.9999347916204602,1.073470159387251e-05,0.00047481415497267906,0.9999428913298641,9.46170915773902e-06,0.07999875878749713,0.9999509111307895,8.156591515354951e-06,0.07999587236823986,0.9999590018551879,6.744469635882334e-06,0.07999643891817537,0.9999670198727781,5.278368844811287e-06,0.000954126972826471,0.999974493469755,4.215925073256606e-06,0.07999494752662747,0.9999818343101341,3.1331748088787052e-06,0.07999314450151526,0.9999897302216599,1.8412300918442632e-06,0.07999390883529856,0.9999995110017196,8.813129914292225e-08,0.043644535863726866
0.155583,0.0005281399549073666,-0.0024769462014012883,0.007733667385746763,0.9979883517202344,0.04642884870417048,0.01845635263881072,-0.03902527928790925,0.016439992367415595,-0.06044819652171246,0.17960902990142036,1.0528470634410594,0.6010385484867034,-0.9028626250075752,0.47132921435234687,-1.2730545781296476,2.241458232525003,4.668654983039912,4.803978583308917,-4.370369575239818,1.044411387172606,4.686389813228784,4.686388738960219,4.686384958937222,0.9998528955969307,2.1010596249205293e-05,0.08265505924249895,0.9998536491275234,2.0976313568663684e-05,0.08003364851686147,0.9998544027775182,2.0942091865813744e-05,0.08129738179198202,0.9998583781393495,2.0498646612856282e-05,0.0002767852687648467,0.9998621511014458,2.0161054315809936e-05,0.08014404530469056,0.9998669480534115,1.98524414510369e-05,0.0800228345670338,0.9998718777972847,1.9551540087426377e-05,0.08008122065776223,0.9998832030889228,1.7201972811466097e-05,0.0003234430582288299,0.9998929447604485,1.5825090760313678e-05,0.08001362159506825,0.9999031714054561,1.420540264398649e-05,0.08000252225635968,0.9999136295726586,1.2455865932820105e-05,0.08000302662200594,0.9999243573540904,1.0434266369877072e-05,0.0005114746015818389,0.9999334701114744,9.421218389705932e-06,0.07999871480607086,0.9999427220035554,8.189127234035384e-06,0.07999589562456673,0.9999522805732908,6.721281897116125e-06,0.07999642421025363,0.9999620509653472,4.968907431003425e-06,0.0010359666980858343,0.9999702981870621,4.195282692912178e-06,0.07999493605577887,0.9999786538835775,3.1804265566049076e-06,0.07999316407744977,0.9999878467546163,1.883467043702185e-06,0.0799939259596598,0.9999994211762291,8.982549044784559e-08,0.04310580449093144
0.177809,0.0010040202267040785,-0.004122728762436462,0.012283626437150226,0.9967140900364517,0.05876538309474278,0.025719266125401284,-0.04945875902405713,0.026915831486709244,-0.08874331285328095,0.22942804200915415,1.156613341907416,0.7078125511133577,-0.9999991639021116,0.7781319892764929,-1.9817426419006083,5.136128573789023,-0.616094887015396,0.9855559673707442,-6.43324237467802e-06,4.714711825958853,4.714720414292583,4.7147198402050225,4.7147166129066,0.9998318841455757,2.1011451355007117e-05,0.08247081535113998,0.9998326686160671,2.0980511456291943e-05,0.08003368962594186,0.9998334531463836,2.0949631134611626e-05,0.08144685423336193,0.9998378650935537,2.0513045795769525e-05,0.0003278513493728154,0.9998419431225603,2.0207978885491686e-05,0.0801520601618284,0.9998469686588358,1.9979394575658374e-05,0.08002382232748417,0.9998521142364368,1.9763560847968203e-05,0.08009721090841798,0.9998661233203341,1.7079768588595793e-05,0.0003767396864250788,0.9998770080152266,1.59367452219323e-05,0.08001419533787169,0.999888848586351,1.4322819105187573e-05,0.0800027248082984,0.9999010849568138,1.2544615844861881e-05,0.08000320240888163,0.9999142714929172,1.0085861173116478e-05,0.000579129097968151,0.9999239927251198,9.477386354552681e-06,0.07999877202284902,0.9999344280470326,8.293956522772128e-06,0.07999597074376934,0.9999455133895351,6.767183755676056e-06,0.07999645791085935,0.9999576533617229,4.397603624233567e-06,0.001216726567056766,0.9999660892805552,4.208906506804864e-06,0.07999494121390278,0.9999754179164664,3.235967111198008e-06,0.07999318707869191,0.9999859228194954,1.9239351208739472e-06,0.079993942766672,0.9999993296446021,9.153162702135698e-08,0.04258924478952371
0.200035,0.0017868084097907005,-0.0065690852818441545,0.018660256308597675,0.9950334937214488,0.07159991594126212,0.03369728437527227,-0.06038450509741684,0.0442107185529344,-0.1327898443650643,0.34358446388288566,1.1429199176042752,0.7297176769634977,-0.999999306888394,0.9668191131097124,-2.3694922403519474,5.010374373055343,-0.6347643959596634,0.9736335726597631,-8.457230420470522e-07,4.743048011823237,4.7430509751150565,4.743050810264885,4.743048551742268,0.9998108700043568,2.1014141218796716e-05,0.08229404993014405,0.9998116848626155,2.0983753451577183e-05,0.08003371213177991,0.9998124997169283,2.095342945528533e-05,0.08159227710097988,0.9998172964485104,2.056864504339477e-05,0.0004397513293474323,0.9998216976491963,2.024547336408572e-05,0.08015864936388882,0.99982688925431,2.0079404525757623e-05,0.08002464245528544,0.9998321850686641,1.992916777270366e-05,0.0801143881992278,0.9998486204943914,1.750282594272351e-05,0.00048220765073166404,0.9998609076596672,1.6100355559503957e-05,0.08001508068662616,0.9998743776036494,1.4470982701575294e-05,0.08000298638604648,0.9998883227328641,1.2762223949735383e-05,0.08000364578939173,0.9999038139532408,1.0457539676456332e-05,0.000673962979289598,0.9999142742027968,9.718522322982252e-06,0.07999902963633472,0.9999259593712285,8.468675804008372e-06,0.0799960980555764,0.9999385824042712,6.930985263781193e-06,0.07999657594492805,0.9999533615912841,4.291770438769179e-06,0.0013564420850174775,0.9999617804844789,4.3087960763230295e-06,0.07999498899712337,0.9999721185020273,3.299414439001497e-06,0.07999321330637417,0.999983960074879,1.96274461633409e-06,0.07999395947064779,0.9999992361009254,9.354367664812882e-08,0.04202312836875151
